Title,Description
“非遗”传承的链条不能断,他们个个身怀绝技，是非物质文化遗产传承人中的佼佼者；他们责任重大，肩负着让流传了千百年的传统技艺重焕生机的重任；面对物质和金钱的诱惑，他们选择了对传统最执著的坚守……如何让手中的传统技艺发扬光大？“非遗”传承人用行动给出了答案。
微博营销的N个疑问,1.如何吸引粉丝？微博内容与品牌高度相关，与粉丝大量互动2.如何寻找商机？利用“微热卖”等，通过平台发起推广活动，吸引用户、刺激消费3.如何化解危机？坦诚的态度，用信息搜集工具以便未雨绸缪4.如何管理客户关系？除品牌宣传外，可发布生活便利指南等。
大学生为报酬走私武器入境被捕,近日，深圳5名在校大学生因走私武器、弹药入境被批捕。他们把气枪拆解后分装在行李袋里，从香港带回深圳给枪贩。带一把气手枪可以得到550元，长枪为1200元。由于利润可观，一些学生在带了几次枪后，甚至自己开始走私枪支。
提升内容吸引力须知的十个秘诀,1、用词简洁，让读者在单位时间内获得更多信息；2、更有韵律感的句子被认为更加真实可信；3、原创精髓在于选材、观点及写作的角度；4、文章要有insights；5、同样的内容视频形式更佳；6、讲自己的故事；7、善用信息图；8、创建夺人眼球的标题……全文
李彦宏：文化产业能和移动互联网相结合,作为中国民营文化产业商会的会长，李彦宏一直都梦想能够用商业的力量扩大文化产业的影响力。他总结有三点：1、不能保持对新现象的敏感，就会丧失很多机会；2、企业家要有前瞻性；3、许多产业中都能够和移动互联网进行结合。
新疆：5条高速主线2013年内建成通车,#资讯#2013年1至9月，新疆维吾尔自治区交通建设项目累计完成投资226.45亿元。11月底拟交工的十几个项目中有5条高速公路主线将年内建成通车。这些公路是打通南北疆交通要道连接线的枢纽线路，对促进区域资源开发和经济发展具有重要意义。
华南城战略投资马可波罗，拓展O2O业务,​华南城与马可波罗网今天联合宣布，双方已签订投资合作协议：华南城以2250万美元战略投资马可波罗，占股19.05%。此番投资的意图在于：双方希望在线上及线下一体化商贸领域进行全面合作，探讨中小企业O2O商贸服务。@亿欧网
商场送礼品百余市民争抢挤哭,昨日，延安某商场一送礼品活动现场，大量顾客争领礼品。李女士说，现场十分混乱，有人摔倒，还有位中年妇女被挤得大哭…想起上海踩踏事件，她心里发慌想离开却走不动。最终警方劝离人群并责令商场停止活动，所幸没有人员伤亡。
实体企业践行O2O的五大挑战,实体企业转型，必将会经历过程带来的阵痛，不能有“鸵鸟心态”。实体企业践行O2O有五大挑战：1、思维模式定式的挑战；2、商业模式转型的挑战；3、高层战略缺失的挑战；4、运营体系匹配的挑战；5、运营团队打造的挑战。
科学公园：中国传统医学，困境与出路,@百人文化--赛先生：中国是全球唯一在其医疗保健体系中中医与现代医学共存的国家。在科学发展日新月异的今天，这种体系面临着空前的挑战。中国医学必须接受循证医学并迈向现代创新，同时保护传统智慧结晶，延续中华传统文化的诉求也日益高涨。全文：
科学公园：舌尖上的有毒食材及药材——蒿属植物,@远离中医药：《舌尖上的中国2》之《三餐》中，介绍了一种用野菜蒿子做成的粑粑。艾蒿的挥发油中已分析出了过百种化学成分。有研究证实，艾蒿水提液及挥发油均有肝毒性，挥发油毒性更强。挥发油中的侧柏酮已明确有肝毒性及神经系统毒性。全文：
从人人湘三点看餐饮O2O如何产品化运营,创始人刘正称，人人湘现在注重①产品把控；②区隔用户；③产品迭代，完成初期用户的原始积累，未来可能切入米粉之外的其他品类；让互联网介入门店管理，实现产品化运营，这才是餐饮O2O从业者最该考虑的。
10句话帮你理清职场思路,①我的工作没有定义我。②我该以什么样的不同方式去做？③做正确的事情。④明天有明天的事情。⑤可能发生的最糟糕的事情是什么？⑥我做得怎么样？⑦我的价值主张是什么？⑧到底是怎么回事。⑨我正在浪费我的时间和精力。⑩希望是一个可怕的策略。
吕梁官员：吕梁大多数领导都有自己的地盘、金主,在山西官场流行一句话：在运城，是要和人战斗；在吕梁，是要和钱战斗。《中国经营报》记者在吕梁约见了两位不愿具名的县处级干部，他们介绍，而大多数吕梁重要领导，都有自己的地盘，自己的金主，不需要临时动意去找钱。
四川农妇卖掉4个亲生儿女称“下等人卖儿卖女”,2005年到2012年，在绵阳市三台县新鲁镇石碑村一间满是鲢鱼干的房间里，分别诞生了三女一男。当他们第一次见到阳光时，就像蒲公英种子碰上一阵大风，被匆匆送走。新鲁镇派出所副所长郭青海说，生母杜秀蓉怀孕的时候就在找买家了。
少女吸K粉膀胱缩九成,这位花季少女交友不慎染上恶习，3年来频食K粉，其膀胱容量挛缩到常人的十分之一。“这是典型的K粉相关性膀胱炎。”医生透露，K粉相关性膀胱炎患者逐年增多，多数是20岁以下的青年人。
包头推财政、契税补贴地方救楼市尺度升级,继多个城市松绑限购后，购房补贴成为一种新型的救市工具。包头市决定于9月6日~10日举办“中国·包头2014房交会”。其中，包括房交会组委会发放面额15000元/套“百姓购房券”，购买首套新建商品住房，给予契税100%的补贴等政策。
大公财经3月21日政经聚焦：领导们视察的企业,黄淑和会见国际策略咨询公司董事长曼德尔森勋爵；河北副省长杨汭会见民航华北区党委书记王瑞萍；天津市委书记孙春兰、市长黄兴国和中国证监会主席肖钢谈金融；湖北省委书记李鸿忠、省长王国生赴沪考察学习自贸区建设经验……
30省份晒2014年GDP成绩单河南全国第五,除吉林省外，全国已有30个省份公布了2014年GDP相关数据。广东以6.78万亿元的GDP总值继续排名第一，西藏以12%的GDP增速领衔全国。山西GDP增长4.9%，增速垫底。河南省GDP近3.49万亿元，同比增长8.9%，全国第五。
可口可乐开始卖牛奶了！,谁说可口可乐公司的产品不健康？人家现在要开始卖牛奶了！这家碳酸饮料巨头近日宣布推出高端牛奶品牌“Fairlife”。面对碳酸饮料增速下滑的不争事实，可口可乐需要加速饮料产品的多元化，牛奶产品的推出是其提升非碳酸饮料占比的举措。
广东人大代表呼吁为公务员加薪称工资少压力大,广东人大代表刘林称，深圳公务员工资六七年没变，生活压力非常大。更大原因来自与外界的比较。“别人在动，物价在动，我们一直没动。”“原来一名企业员工年平均工资大概八九万，现在加上奖金有三十多万。工程师五六十万很正常”
盘点百位富豪那些年读过的大学和专业,#小贴士#日前发布的《中国百位富豪那些年读过的大学和专业榜单》中，32岁及以下富豪占56%。其中90后1名、80后35名、70后20名、60后39名、50后5名。名牌大学育富优势渐失，“创业元年”越来越提前，“土鳖”比“海龟”更有优势？
房地产老板不堪喝酒重负雇人代喝月薪5000元,“一个月30天，我平均每月都喝45场酒。”从重庆到贵州兴义，34岁的王向南为生意每月至少喝20斤酒。迫于当地“喝酒不吃菜，吃菜不喝酒”的习惯，最终以月薪5000元招来24岁的营业员小莉，不要求坐班、做事，唯一要求就是帮喝酒。
不妨巨奖鼓励员工揭发食品黑幕_大公财经_大公网,人民日报发表经济时评“揭发食品黑幕不妨巨奖鼓励”，指出：很显然，当举报违法的收益高于参与违法收益时，人们愿意选择更正义的途径获取金钱。这个机制真正实现了用人性去约束人性，用市场的力量去监督市场，取得多赢是自然而然的。
财爷：遵守财政纪律方可避免财赤,财政司司长曾俊华解释，政府管理的是市民的辛苦钱，认为保守理财态度才对得起市民；对于发出预警，指本港最快7年内出现结构性财政赤字。他重申，预警是为提醒政府及社会，要谨守财政纪律，但相信作为一个负责任的政府，一定不容许此事发生。
百度借直达号连接服务，发力旅游O2O,2014年百度高调布局O2O领域，其在9月3日百度世界大会上推出“直达号”，为传统服务行业向移动互联网转型提供了解决方案。12月18日桂林市政府联合百度发布了“@桂林旅游”直达号，桂林成为国内旅游O2O落地城市。@亿郭广
